ID,CUSTOMER_OFFER_ID,VERIFIED_REDEMPTION_COUNT,SUBMITTED_REDEMPTION_COUNT,OFFER_AMOUNT,CREATED_AT
692586291,19959312904,1,1,0.5,2021-03-22 10:04:36.000
692584249,19959304875,1,1,0.5,2021-03-22 09:40:25.000
692584832,19959307887,1,1,0.25,2021-03-22 09:50:40.000
692586581,19959313367,1,1,0.5,2021-03-22 10:07:35.000
692584422,19959300749,1,1,0.5,2021-03-22 09:45:24.000
692584886,19955159932,1,,0.25,2021-03-22 09:51:19.000
692586804,19959316643,1,1,0.5,2021-03-22 10:09:52.000
692587958,19956564995,1,,0.25,2021-03-22 10:17:49.000
692587960,19956566896,1,,0.5,2021-03-22 10:17:50.000
692584220,19959304220,1,1,0.5,2021-03-22 09:39:56.000
692584891,19955273713,1,,0.25,2021-03-22 09:51:19.000
692586580,19956784520,2,3,2,2021-03-22 10:07:35.000
692587962,19956567530,1,,0.25,2021-03-22 10:17:50.000
692585396,19955716156,1,,0.5,2021-03-22 09:56:05.000
692584889,19955186146,1,,0.5,2021-03-22 09:51:19.000
692585395,19955711479,1,,0.5,2021-03-22 09:56:05.000
692588452,19955785224,1,,0.25,2021-03-22 10:22:35.000
692589272,19956854541,1,1,0.75,2021-03-22 10:29:40.000
692589708,19953342472,3,,0.75,2021-03-22 10:32:57.000
692590206,19959332003,1,1,0.75,2021-03-22 10:36:47.000
692590280,19953351367,1,,0.5,2021-03-22 10:37:22.000
692589030,19954464091,1,1,0.25,2021-03-22 10:27:43.000
692589336,19959322948,1,1,0.25,2021-03-22 10:30:16.000
692589704,19953339399,1,,0.25,2021-03-22 10:32:56.000
692589419,19959323387,1,1,0.5,2021-03-22 10:30:45.000
692589709,19953340638,4,,0.2,2021-03-22 10:32:57.000
692590602,19956121092,1,,0.25,2021-03-22 10:40:02.000
692591747,19959334199,1,1,0.5,2021-03-22 10:47:59.000
692589031,19956571607,1,,4,2021-03-22 10:27:44.000
692588453,19955790812,1,,0.25,2021-03-22 10:22:36.000
692589335,19959323015,1,1,0.25,2021-03-22 10:30:16.000
692591727,19957871533,1,1,0.5,2021-03-22 10:47:55.000
692588017,19957273229,1,,0.25,2021-03-22 10:18:29.000
692588018,19957274771,1,,0.25,2021-03-22 10:18:29.000
692589332,19959323553,1,1,0.75,2021-03-22 10:30:16.000
692589333,19959323200,1,1,0.5,2021-03-22 10:30:16.000
692589672,19955725910,1,,3,2021-03-22 10:32:41.000
692589706,19953340379,1,,0.5,2021-03-22 10:32:57.000
692589331,19959323454,1,1,1,2021-03-22 10:30:16.000
692589673,19955726415,1,,2,2021-03-22 10:32:41.000
692589705,19953339809,1,,0.75,2021-03-22 10:32:57.000
692589728,19959324306,1,1,0.25,2021-03-22 10:33:04.000
692590282,19953353823,1,,0.25,2021-03-22 10:37:22.000
692590283,19953354025,1,,0.25,2021-03-22 10:37:23.000
692590601,19956034655,1,,0.25,2021-03-22 10:40:02.000
692592004,19959339272,1,1,0.5,2021-03-22 10:49:36.000
692594212,19959346019,1,,2,2021-03-22 11:03:34.000
692595657,19956589691,1,,1,2021-03-22 11:12:26.000
692594207,19959345150,1,,0.5,2021-03-22 11:03:33.000
692595649,19958139510,1,,0.25,2021-03-22 11:12:25.000
692595655,19956590569,1,,2.98,2021-03-22 11:12:26.000
692592097,19959324843,1,1,0.5,2021-03-22 10:50:08.000
692592525,19957375411,1,1,1.5,2021-03-22 10:53:02.000
692593319,19959340802,1,1,0.5,2021-03-22 10:58:22.000
692593430,19959342599,1,1,0.5,2021-03-22 10:59:03.000
692594939,19959342576,1,1,0.5,2021-03-22 11:07:58.000
692592411,19959336703,1,1,0.5,2021-03-22 10:52:14.000
692593883,19955720261,1,,1,2021-03-22 11:01:51.000
692594702,19959350979,1,1,1,2021-03-22 11:06:28.000
692592526,19957366748,1,1,2.25,2021-03-22 10:53:02.000
692593420,19958066184,1,,1,2021-03-22 10:58:59.000
692594758,19959348620,1,1,2.5,2021-03-22 11:06:57.000
692595653,19956592343,1,,0.75,2021-03-22 11:12:25.000
692595659,19956595054,1,,3,2021-03-22 11:12:26.000
692595662,19956590282,1,,1.99,2021-03-22 11:12:27.000
692593382,19959344250,1,1,0.5,2021-03-22 10:58:46.000
692593419,19956168230,1,,0.25,2021-03-22 10:58:59.000
692593882,19955717781,1,,1,2021-03-22 11:01:51.000
692594209,19959348138,1,,0.25,2021-03-22 11:03:33.000
692594220,19959346481,1,,3,2021-03-22 11:03:35.000
692594328,19958476848,1,,0.25,2021-03-22 11:04:13.000
692594329,19958480622,1,,2.5,2021-03-22 11:04:13.000
692594759,19959348552,1,1,4,2021-03-22 11:06:57.000
692595648,19956589116,1,,0.5,2021-03-22 11:12:25.000
692593320,19959340780,1,1,0.5,2021-03-22 10:58:22.000
692594208,19959347883,1,,0.25,2021-03-22 11:03:33.000
692594216,19959346376,1,,1.5,2021-03-22 11:03:34.000
692595660,19956592425,2,,0.2,2021-03-22 11:12:26.000
692595863,19959354338,1,1,0.25,2021-03-22 11:13:36.000
692596028,19959335282,1,1,0.5,2021-03-22 11:14:28.000
692596559,19954146860,1,,0.25,2021-03-22 11:17:52.000
692596985,19959359707,1,1,0.5,2021-03-22 11:20:45.000
692598200,19959370176,1,1,0.5,2021-03-22 11:30:26.000
692599608,19956750493,1,,0.25,2021-03-22 11:41:23.000
692600148,19959386083,1,,0.5,2021-03-22 11:44:58.000
692598365,19949214452,1,1,0.75,2021-03-22 11:31:57.000
692598949,19958767986,1,1,0.65,2021-03-22 11:36:09.000
692600130,19959383459,1,1,0.5,2021-03-22 11:44:54.000
692600184,19959386247,1,1,0.5,2021-03-22 11:45:17.000
692596460,19954514934,1,,0.5,2021-03-22 11:17:11.000
692596886,19959352465,1,1,1,2021-03-22 11:20:11.000
692597220,19959365090,1,1,3,2021-03-22 11:22:08.000
692597372,19959338269,,1,,2021-03-22 11:23:16.000
692598079,19958944955,1,1,0.5,2021-03-22 11:29:10.000
692599946,19953520515,1,,1,2021-03-22 11:43:46.000
692596509,19953478704,1,,0.25,2021-03-22 11:17:35.000
692598732,19959366796,1,1,0.5,2021-03-22 11:34:40.000
692596557,19954146443,1,,0.5,2021-03-22 11:17:51.000
692597069,19958695256,1,1,0.25,2021-03-22 11:21:19.000
692597276,19959365686,1,,0.66,2021-03-22 11:22:34.000
692597373,19959330398,1,1,0.5,2021-03-22 11:23:16.000
692597441,19959366354,1,1,2,2021-03-22 11:23:41.000
692597654,19959356707,1,1,0.25,2021-03-22 11:25:41.000
692598366,19949094086,1,1,3,2021-03-22 11:31:57.000
692596464,19954518018,1,,0.25,2021-03-22 11:17:11.000
692596511,19953497704,2,,0.75,2021-03-22 11:17:35.000
692597068,19958695886,1,1,0.25,2021-03-22 11:21:19.000
692597292,19959361600,1,1,0.5,2021-03-22 11:22:41.000
692598078,19958689015,1,1,0.35,2021-03-22 11:29:10.000
692600183,19959385878,1,1,0.25,2021-03-22 11:45:17.000
692596508,19953467846,1,,0.5,2021-03-22 11:17:35.000
692597370,19959341138,,1,,2021-03-22 11:23:16.000
692599604,19956750300,1,,0.25,2021-03-22 11:41:23.000
692596461,19954515415,1,,0.25,2021-03-22 11:17:11.000
692596510,19953447188,1,,1,2021-03-22 11:17:35.000
692596558,19954146628,1,,0.25,2021-03-22 11:17:52.000
692597067,19958694452,1,1,0.5,2021-03-22 11:21:19.000
692597291,19959363187,1,1,0.5,2021-03-22 11:22:41.000
692597371,19959332211,,1,,2021-03-22 11:23:16.000
692598950,19958848995,1,1,0.5,2021-03-22 11:36:09.000
692599944,19953506953,1,,0.5,2021-03-22 11:43:45.000
692602538,19959399465,1,1,0.5,2021-03-22 12:00:38.000
692602541,19959396423,1,1,0.5,2021-03-22 12:00:38.000
692603664,19959409072,1,,2,2021-03-22 12:08:03.000
692603658,19959410066,1,,0.25,2021-03-22 12:08:02.000
692601143,19959154686,1,,0.5,2021-03-22 11:52:05.000
692602543,19959398073,1,1,0.25,2021-03-22 12:00:38.000
692603666,19959409544,1,,3,2021-03-22 12:08:04.000
692604125,19959399246,1,,0.25,2021-03-22 12:10:48.000
692602540,19959398679,1,1,1,2021-03-22 12:00:38.000
692603689,19956927062,1,1,0.5,2021-03-22 12:08:09.000
692603911,19958044630,1,1,0.5,2021-03-22 12:09:31.000
692604126,19959399569,1,,0.5,2021-03-22 12:10:49.000
692601262,19959394887,1,1,0.25,2021-03-22 11:52:49.000
692602157,19959392361,,1,,2021-03-22 11:58:07.000
692600478,19958405821,1,1,0.5,2021-03-22 11:47:12.000
692601485,19956852531,1,1,0.25,2021-03-22 11:54:17.000
692603571,19950196684,1,,0.2,2021-03-22 12:07:32.000
692603665,19959409171,1,,1.5,2021-03-22 12:08:03.000
692601263,19959393710,1,1,1,2021-03-22 11:52:49.000
692601813,19956868708,1,1,0.5,2021-03-22 11:55:42.000
692601944,19959397057,1,1,0.5,2021-03-22 11:56:34.000
692602542,19959397822,1,1,0.25,2021-03-22 12:00:38.000
692602845,19957191206,1,1,0.25,2021-03-22 12:03:03.000
692603660,19959410495,1,,0.25,2021-03-22 12:08:03.000
692603762,19959410748,1,1,0.5,2021-03-22 12:08:32.000
692604184,19954403656,1,1,0.5,2021-03-22 12:11:13.000
692604185,19954404758,1,1,0.25,2021-03-22 12:11:13.000
692604235,19959414418,1,1,0.5,2021-03-22 12:11:25.000
692600273,19959383178,,1,,2021-03-22 11:45:55.000
692603122,19958886999,1,,0.25,2021-03-22 12:04:19.000
692603659,19959410268,1,,0.5,2021-03-22 12:08:03.000
692605003,19952385484,0,1,0.25,2021-03-22 12:16:20.000
692606522,19959433143,1,1,2,2021-03-22 12:25:27.000
692606903,19956625263,1,,0.25,2021-03-22 12:27:45.000
692606349,19959041171,3,3,4,2021-03-22 12:24:28.000
692606523,19959431519,2,2,3,2021-03-22 12:25:27.000
692606765,19959422797,1,1,0.5,2021-03-22 12:27:04.000
692606781,19950263551,5,,0.25,2021-03-22 12:27:10.000
692606060,19959050598,2,2,3,2021-03-22 12:22:55.000
692606074,19958205393,1,1,0.5,2021-03-22 12:23:00.000
692606766,19959420162,1,1,0.25,2021-03-22 12:27:04.000
692606886,19958451284,1,1,0.5,2021-03-22 12:27:38.000
692606062,19959050289,4,4,3,2021-03-22 12:22:55.000
692605002,19952384700,0,1,0.25,2021-03-22 12:16:20.000
692606524,19959431443,2,2,3,2021-03-22 12:25:27.000
692605001,19952384234,0,1,0.5,2021-03-22 12:16:20.000
692606061,19959050523,1,1,3,2021-03-22 12:22:55.000
692606075,19958204711,1,1,0.25,2021-03-22 12:23:00.000
692606350,19959041306,3,3,3,2021-03-22 12:24:28.000
692606553,19954196432,1,1,0.5,2021-03-22 12:25:46.000
692605341,19958514361,1,1,2.68,2021-03-22 12:18:06.000
692606322,19959427380,1,1,0.5,2021-03-22 12:24:21.000
692606580,19959044535,2,2,2,2021-03-22 12:25:58.000
692606902,19956623061,1,,0.5,2021-03-22 12:27:45.000
692606554,19954196788,1,1,0.25,2021-03-22 12:25:46.000
692606581,19959044351,1,1,2.75,2021-03-22 12:25:58.000
692608691,19959385480,1,1,0.5,2021-03-22 12:37:29.000
692609307,19955419952,1,1,1.5,2021-03-22 12:40:31.000
692610467,19957214474,1,,0.5,2021-03-22 12:46:42.000
692611195,19959388414,1,2,0.5,2021-03-22 12:49:52.000
692610017,19955433597,1,1,0.75,2021-03-22 12:44:34.000
692610697,19959419566,1,1,0.25,2021-03-22 12:47:40.000
692612343,19959450830,1,1,0.25,2021-03-22 12:56:03.000
692608656,19956845764,1,,0.25,2021-03-22 12:37:19.000
692609303,19955420829,4,4,0.5,2021-03-22 12:40:31.000
692609698,19959445850,1,1,0.5,2021-03-22 12:42:34.000
692610695,19959428762,1,1,1.22,2021-03-22 12:47:40.000
692610823,19953651973,1,,0.25,2021-03-22 12:48:10.000
692611880,19957417005,1,1,0.5,2021-03-22 12:53:30.000
692608690,19959383639,1,2,1,2021-03-22 12:37:29.000
692608692,19959383968,1,1,0.25,2021-03-22 12:37:29.000
692609304,19955424423,1,1,0.5,2021-03-22 12:40:31.000
692611636,19953333533,1,1,0.5,2021-03-22 12:52:07.000
692612209,19959384289,1,1,0.45,2021-03-22 12:55:28.000
692612494,19958120394,1,,0.25,2021-03-22 12:56:51.000
692608693,19959383613,1,1,0.25,2021-03-22 12:37:29.000
692609045,19959447684,1,1,0.1,2021-03-22 12:39:13.000
692609140,19959451371,1,1,3.5,2021-03-22 12:39:39.000
692612340,19954918560,1,,0.5,2021-03-22 12:56:03.000
692609047,19959447811,1,1,0.25,2021-03-22 12:39:14.000
692609306,19955418929,1,1,0.5,2021-03-22 12:40:31.000
692609310,19955428978,1,1,0.5,2021-03-22 12:40:31.000
692610696,19954236506,1,1,0.25,2021-03-22 12:47:40.000
692610768,19957218568,1,,2,2021-03-22 12:48:05.000
692611197,19959384277,1,3,0.4,2021-03-22 12:49:52.000
692612341,19959468841,1,1,1.25,2021-03-22 12:56:03.000
692609046,19959448570,1,1,0.5,2021-03-22 12:39:14.000
692609060,19955082782,1,,1,2021-03-22 12:39:20.000
692609575,19957156631,1,1,0.5,2021-03-22 12:41:51.000
692610469,19957216492,1,,0.25,2021-03-22 12:46:43.000
692610822,19953651148,1,,0.25,2021-03-22 12:48:10.000
692612342,19959451337,1,1,0.25,2021-03-22 12:56:03.000
692608659,19956861684,1,,0.5,2021-03-22 12:37:19.000
692609305,19955418509,1,1,0.5,2021-03-22 12:40:31.000
692609309,19955416839,1,1,0.35,2021-03-22 12:40:31.000
692611196,19959384120,1,1,0.4,2021-03-22 12:49:52.000
692613037,19959323885,1,1,0.5,2021-03-22 12:59:08.000
692616090,19959484810,1,1,0.5,2021-03-22 13:11:57.000
692612691,19959390282,1,1,1.25,2021-03-22 12:57:39.000
692613573,19959475552,1,,0.5,2021-03-22 13:01:33.000
692613575,19959476746,1,,0.25,2021-03-22 13:01:33.000
692614003,19953621818,3,,0.2,2021-03-22 13:03:34.000
692614013,19953619863,1,,0.5,2021-03-22 13:03:35.000
692612557,19959385223,0,1,0.5,2021-03-22 12:57:03.000
692612761,19959474164,1,1,0.5,2021-03-22 12:57:53.000
692613910,19959482151,1,1,0.5,2021-03-22 13:03:08.000
692614006,19955131245,1,,1.25,2021-03-22 13:03:34.000
692612943,19959383669,0,1,0.5,2021-03-22 12:58:45.000
692614718,19959484662,1,1,0.5,2021-03-22 13:06:07.000
692616579,19959499936,1,1,0.5,2021-03-22 13:14:14.000
692612963,19959475742,1,1,0.5,2021-03-22 12:58:50.000
692613531,19953707634,2,,0.25,2021-03-22 13:01:24.000
692614530,19959468430,1,1,,2021-03-22 13:05:24.000
692615415,19959458851,1,1,0.5,2021-03-22 13:09:12.000
692615478,19959493486,1,,0.35,2021-03-22 13:09:25.000
692614011,19953629342,1,,0.5,2021-03-22 13:03:34.000
692614012,19955158931,1,,1,2021-03-22 13:03:34.000
692614016,19959472556,1,1,0.5,2021-03-22 13:03:37.000
692614531,19959475333,,1,,2021-03-22 13:05:24.000
692614532,19959477059,,1,,2021-03-22 13:05:24.000
692612559,19959424513,1,1,0.5,2021-03-22 12:57:04.000
692613036,19959323469,1,1,3,2021-03-22 12:59:08.000
692614000,19953375856,1,,0.25,2021-03-22 13:03:33.000
692614550,19959482878,1,1,0.5,2021-03-22 13:05:30.000
692613998,19953375200,1,,0.25,2021-03-22 13:03:33.000
692615414,19959490975,5,5,0.75,2021-03-22 13:09:12.000
692616597,19959496650,1,1,0.5,2021-03-22 13:14:16.000
692616669,19959499035,1,1,,2021-03-22 13:14:39.000
692616670,19959499611,1,1,,2021-03-22 13:14:39.000
692617429,19958631289,1,,0.25,2021-03-22 13:17:46.000
692617564,19959481876,1,1,0.5,2021-03-22 13:18:19.000
692617674,19959488282,1,,0.5,2021-03-22 13:18:47.000
692618157,19951638561,1,1,1,2021-03-22 13:20:46.000
692618325,19959480896,1,1,0.25,2021-03-22 13:21:29.000
692618443,19958811142,1,1,0.25,2021-03-22 13:22:01.000
692618585,19959511625,1,1,0.5,2021-03-22 13:22:40.000
692619363,19958910109,1,1,0.5,2021-03-22 13:26:39.000
692620286,19959518189,1,1,0.5,2021-03-22 13:30:52.000
692620787,19959522385,1,1,0.5,2021-03-22 13:32:54.000
692620919,19959523826,1,1,0.5,2021-03-22 13:33:32.000
692622717,19959540827,,1,,2021-03-22 13:41:20.000
692622888,19958079805,2,2,1,2021-03-22 13:42:00.000
692624238,19957001699,1,,0.25,2021-03-22 13:47:14.000
692624863,19959552846,1,1,0.5,2021-03-22 13:49:11.000
692624866,19959552419,,1,,2021-03-22 13:49:12.000
692624867,19959552085,1,1,0.25,2021-03-22 13:49:12.000
692624868,19959552505,1,1,,2021-03-22 13:49:12.000
692625262,19957914225,1,1,0.5,2021-03-22 13:50:38.000
692629798,19952453417,1,1,0.25,2021-03-22 14:07:39.000
692629993,19959582713,1,,0.5,2021-03-22 14:08:28.000
692631674,19955905661,,1,,2021-03-22 14:14:18.000
692632107,19959601454,1,1,0.5,2021-03-22 14:16:06.000
692632383,19959601483,1,1,0.25,2021-03-22 14:17:08.000
692635212,19954295107,1,,0.25,2021-03-22 14:26:29.000
692635257,19959494609,1,,0.5,2021-03-22 14:26:35.000
692636923,19959315083,1,1,0.5,2021-03-22 14:32:30.000
692638120,19959450564,1,1,2,2021-03-22 14:36:46.000
692638123,19959437510,1,1,0.5,2021-03-22 14:36:46.000
692638429,19959441331,1,1,2.98,2021-03-22 14:37:50.000
692638686,19948297524,1,,2.5,2021-03-22 14:38:47.000
692639032,19956196623,1,,2.25,2021-03-22 14:40:04.000
692640451,19959620881,2,2,4,2021-03-22 14:45:09.000
692641936,19959665134,1,1,0.25,2021-03-22 14:50:36.000
692643071,19959672131,0,1,0.5,2021-03-22 14:54:40.000
692643225,19959672867,1,1,0.5,2021-03-22 14:55:21.000
692643433,19959673685,1,1,0.5,2021-03-22 14:55:57.000
692643543,19959674988,1,1,,2021-03-22 14:56:24.000
692643831,19959677298,1,1,0.5,2021-03-22 14:57:26.000
692644117,19959677857,1,1,0.5,2021-03-22 14:58:16.000
692645023,19958795014,1,1,0.5,2021-03-22 15:01:22.000
692645058,19953457762,1,1,3,2021-03-22 15:01:28.000
692645121,19959680845,1,1,0.5,2021-03-22 15:01:38.000
692646570,19959688562,0,1,0.5,2021-03-22 15:06:28.000
692646868,19959232101,1,1,2.5,2021-03-22 15:07:20.000
692647268,19959695583,1,1,0.5,2021-03-22 15:08:32.000
692647469,19959253041,1,1,1.25,2021-03-22 15:09:04.000
692648850,19959704489,1,1,0.5,2021-03-22 15:13:01.000
692648932,19959706030,1,,0.1685,2021-03-22 15:13:18.000
692649719,19956550126,1,,5,2021-03-22 15:15:50.000
692650944,19959678466,1,1,0.25,2021-03-22 15:19:33.000
692651559,19959720249,1,1,0.5,2021-03-22 15:21:34.000
692651658,19959719803,1,1,0.5,2021-03-22 15:21:52.000
692653578,19959691294,1,1,0.5,2021-03-22 15:26:52.000
692654263,19959723010,1,1,0.5,2021-03-22 15:28:46.000
692654892,19959725556,1,1,1,2021-03-22 15:30:43.000
692656921,19959749066,1,1,0.25,2021-03-22 15:36:25.000
692657163,19956827823,1,1,0.5,2021-03-22 15:37:00.000
692658572,19959757230,1,1,0.5,2021-03-22 15:41:19.000
692658986,19954717645,2,5,1.25,2021-03-22 15:42:34.000
692660200,19959717567,1,,0.5,2021-03-22 15:46:45.000
692660830,19959771987,1,1,1.5,2021-03-22 15:49:13.000
692661036,19954152663,1,,0.5,2021-03-22 15:49:47.000
692661971,19957854884,,1,,2021-03-22 15:52:55.000
692663257,19959785512,1,,0.5,2021-03-22 15:56:30.000
692664380,19959791129,1,1,0.25,2021-03-22 15:59:49.000
692664392,19959790651,1,1,0.25,2021-03-22 15:59:51.000
692664924,19959346149,1,1,0.5,2021-03-22 16:01:27.000
692664927,19959346916,1,1,0.25,2021-03-22 16:01:28.000
692665485,19955869005,1,1,0.5,2021-03-22 16:03:22.000
692669726,19959818452,1,1,0.5,2021-03-22 16:15:39.000
692669779,19959816495,1,1,0.5,2021-03-22 16:15:48.000
692669873,19959815658,1,1,0.5,2021-03-22 16:16:05.000
692670165,19955750860,1,,0.25,2021-03-22 16:17:03.000
692671598,19959826531,1,1,0.25,2021-03-22 16:21:31.000
692671823,19959798036,1,1,1,2021-03-22 16:22:16.000
692673839,19959818692,2,2,2,2021-03-22 16:28:25.000
692674162,19954754043,1,1,1.5,2021-03-22 16:29:12.000
692674679,19959818976,1,1,1,2021-03-22 16:30:41.000
692675578,19950978403,1,1,0.2,2021-03-22 16:33:17.000
692675588,19955015686,1,1,0.25,2021-03-22 16:33:17.000
692675589,19955016240,1,1,0.25,2021-03-22 16:33:17.000
692675723,19959844227,1,1,1.99,2021-03-22 16:33:36.000
692677207,19957592673,1,1,1,2021-03-22 16:37:52.000
692678053,19959858529,1,1,0.5,2021-03-22 16:40:29.000
692678731,19959862369,,1,,2021-03-22 16:42:19.000
692679735,19959864356,1,1,0.5,2021-03-22 16:45:11.000
692680612,19955627103,1,1,0.5,2021-03-22 16:47:46.000
692682105,19959697491,1,1,,2021-03-22 16:52:04.000
692682582,19957469746,1,1,0.75,2021-03-22 16:53:25.000
692683183,19957925477,1,1,1,2021-03-22 16:55:00.000
692683494,19952278601,1,,0.5,2021-03-22 16:55:46.000
692683828,19959886430,,1,,2021-03-22 16:56:39.000
692684429,19959898979,1,1,0.5,2021-03-22 16:58:10.000
692685055,19959634301,1,2,1,2021-03-22 16:59:48.000
692686227,19959901361,1,1,0.25,2021-03-22 17:02:28.000
692690703,19959927215,2,2,1,2021-03-22 17:14:15.000
692692395,19959937878,1,1,0.25,2021-03-22 17:18:31.000
692692902,19958951309,1,1,3,2021-03-22 17:19:42.000
692693670,19959643602,1,1,0.5,2021-03-22 17:21:35.000
692694017,19959906213,1,1,0.25,2021-03-22 17:22:37.000
692694851,19959924912,,1,,2021-03-22 17:24:44.000
692696855,19958894671,1,1,0.5,2021-03-22 17:29:49.000
692697876,19955451303,1,1,0.25,2021-03-22 17:32:22.000
692698340,19952491814,1,1,0.5,2021-03-22 17:33:42.000
692699915,19959239294,1,1,2,2021-03-22 17:37:46.000
692700471,19959975830,1,1,,2021-03-22 17:39:19.000
692700745,19959812436,1,,1,2021-03-22 17:39:58.000
692701037,19959946639,1,1,0.5,2021-03-22 17:40:47.000
692701204,19957163680,1,,0.25,2021-03-22 17:41:07.000
692701224,19959271478,1,1,2.25,2021-03-22 17:41:10.000
692701226,19959270289,1,1,0.5,2021-03-22 17:41:10.000
692701990,19956854187,1,,0.25,2021-03-22 17:43:17.000
692703127,19959117712,1,1,0.5,2021-03-22 17:45:46.000
692703886,19959951514,4,5,0.5,2021-03-22 17:47:47.000
692706815,19959998802,1,,0.5,2021-03-22 17:54:52.000
692707349,19960001607,1,1,0.5,2021-03-22 17:56:16.000
692707371,19960005669,4,4,,2021-03-22 17:56:18.000
692707787,19960007918,1,1,0.5,2021-03-22 17:57:25.000
692707858,19959991861,,1,,2021-03-22 17:57:39.000
692708493,19957375421,1,,0.25,2021-03-22 17:59:04.000
692708497,19955041118,1,1,0.5,2021-03-22 17:59:06.000
